SIMAN Run Controller.

0.0 Seconds>
                                      ARENA Simulation Results
                                                user

                                  Summary for Replication 1 of 10

Project: Assembly line                                               Run execution date : 9/20/2025
Analyst: FATIHA                                                      Model revision date: 9/20/2025

Replication ended at time      : 600.0 Seconds 
Base Time Units: Seconds

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Process 3.VACostPerEntity                   .17956     (Insuf)    .15024     .32484         31    
Process 2.VACostPerEntity                   .50795     (Insuf)    .40310     .61205         32    
Process 1.VACostPerEntity                   .25705     (Insuf)    .18076     .34078         44    
Process 13.VACostPerEntity                  .35821     (Insuf)    .31514     .41656         10    
Process 11.TotalCostPerEntity               1.5467     (Insuf)    1.4204     1.7757         10    
Process 15.VATimePerEntity                  36.584     (Insuf)    35.610     38.363          8    
Process 15.WaitTimePerEntity                1.3839     (Insuf)    .00000     6.1602          8    
Process 14.TotalTimePerEntity               29.406     (Insuf)    27.750     31.070          9    
Process 11.VATimePerEntity                  27.841     (Insuf)    25.567     31.962         10    
Process 13.TotalTimePerEntity               12.895     (Insuf)    11.345     14.996         10    
Process 13.TotalCostPerEntity               .35821     (Insuf)    .31514     .41656         10    
Process 14.VACostPerEntity                  1.6335     (Insuf)    1.5416     1.7261          9    
Process 11.VACostPerEntity                  1.5467     (Insuf)    1.4204     1.7757         10    
Process 11.TotalTimePerEntity               27.841     (Insuf)    25.567     31.962         10    
Process 15.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000          8    
Process 9.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         17    
Process 8.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 5.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         30    
Process 4.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 3.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 2.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         32    
Process 1.WaitCostPerEntity                 .00000     (Insuf)    .00000     .00000         44    
Process 13.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 14.VATimePerEntity                  29.404     (Insuf)    27.750     31.070          9    
Process 15.TotalTimePerEntity               37.968     (Insuf)    35.610     41.876          8    
Process 12.TotalCostPerEntity               .25805     (Insuf)    .16732     .37391         10    
Process 12.TotalTimePerEntity               13.271     (Insuf)    8.6052     19.229         10    
Process 12.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.VATimePerEntity                   19.042     (Insuf)    15.048     25.232         17    
Process 8.VATimePerEntity                   8.9034     (Insuf)    4.4285     18.975         18    
Process 7.VATimePerEntity                   12.393     (Insuf)    10.232     15.661         18    
Process 6.VATimePerEntity                   28.254     (Insuf)    24.727     32.088         18    
Process 5.VATimePerEntity                   12.322     (Insuf)    9.8551     21.503         30    
Process 4.VATimePerEntity                   12.411     (Insuf)    10.520     16.177         31    
Process 3.VATimePerEntity                   6.4642     (Insuf)    5.4087     11.694         31    
Process 2.VATimePerEntity                   18.286     (Insuf)    14.511     22.033         32    
Process 1.VATimePerEntity                   13.219     (Insuf)    9.2960     17.525         44    
Process 14.WaitTimePerEntity                .00239     (Insuf)    .00000     .02148          9    
Process 15.TotalCostPerEntity               .71137     (Insuf)    .69243     .74596          8    
Process 11.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.TotalTimePerEntity               101.16     (Insuf)    35.644     166.99         11    
Process 9.TotalTimePerEntity                19.263     (Insuf)    15.048     25.232         17    
Process 8.TotalTimePerEntity                8.9034     (Insuf)    4.4285     18.975         18    
Process 7.TotalTimePerEntity                12.393     (Insuf)    10.232     15.661         18    
Process 6.TotalTimePerEntity                116.47     (Insuf)    27.844     202.73         18    
Process 5.TotalTimePerEntity                12.576     (Insuf)    9.8551     21.503         30    
Process 4.TotalTimePerEntity                12.581     (Insuf)    10.520     16.177         31    
Process 3.TotalTimePerEntity                6.4642     (Insuf)    5.4087     11.694         31    
Process 2.TotalTimePerEntity                82.309     (Insuf)    22.033     167.33         32    
Process 1.TotalTimePerEntity                41.511     (Insuf)    9.8391     68.279         44    
Process 14.TotalCostPerEntity               1.6335     (Insuf)    1.5416     1.7261          9    
Process 15.VACostPerEntity                  .71137     (Insuf)    .69243     .74596          8    
Process 12.WaitTimePerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 9.WaitTimePerEntity                 .22080     (Insuf)    .00000     3.1408         17    
Process 8.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 7.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         18    
Process 6.WaitTimePerEntity                 88.219     (Insuf)    .00000     170.91         18    
Process 5.WaitTimePerEntity                 .25374     (Insuf)    .00000     5.5559         30    
Process 4.WaitTimePerEntity                 .17068     (Insuf)    .00000     3.1984         31    
Process 3.WaitTimePerEntity                 .00000     (Insuf)    .00000     .00000         31    
Process 2.WaitTimePerEntity                 64.023     (Insuf)    .00000     148.57         32    
Process 1.WaitTimePerEntity                 28.291     (Insuf)    .00000     51.604         44    
Process 10.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         11    
Process 12.VATimePerEntity                  13.271     (Insuf)    8.6052     19.229         10    
Process 11.WaitCostPerEntity                .00000     (Insuf)    .00000     .00000         10    
Process 10.VACostPerEntity                  3.4686     (Insuf)    2.9703     4.1923         11    
Process 10.VATimePerEntity                  41.624     (Insuf)    35.644     50.308         11    
Entity 1.VATime                             291.12     (Insuf)    274.18     302.13          8    
Entity 1.NVATime                            .00000     (Insuf)    .00000     .00000          8    
Entity 1.WaitTime                           95.670     (Insuf)    .00000     209.51          8    
Entity 1.TranTime                           15.000     (Insuf)    15.000     15.000          8    
Entity 1.OtherTime                          .00000     (Insuf)    .00000     .00000          8    
Entity 1.TotalTime                          401.80     (Insuf)    302.89     498.69          8    
Entity 1.VACost                             12.074     (Insuf)    11.238     12.653          8    
